NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	Details ...	9	0.5394492	1.3372545	0.1388889	1.0	1.0	1145	tags=22%, list=7%, signal=24%	
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	Details ...	52	0.3384297	1.3278797	0.07575758	1.0	1.0	1518	tags=21%, list=10%, signal=23%	
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	Details ...	30	0.3769192	1.3256048	0.1007371	1.0	1.0	1506	tags=23%, list=10%, signal=26%	
WP_ESTROGEN_SIGNALING	WP_ESTROGEN_SIGNALING	Details ...	70	0.31507328	1.3240297	0.07360406	1.0	1.0	1687	tags=19%, list=11%, signal=21%	
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	Details ...	9	0.5394492	1.3208072	0.16740088	1.0	1.0	1145	tags=22%, list=7%, signal=24%	
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	Details ...	153	0.28131443	1.3183048	0.047923323	1.0	1.0	1888	tags=19%, list=12%, signal=21%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	Details ...	18	0.4294605	1.315022	0.14349777	1.0	1.0	1389	tags=28%, list=9%, signal=30%	
WP_NONHOMOLOGOUS_END_JOINING	WP_NONHOMOLOGOUS_END_JOINING		7	0.56747466	1.3124586	0.15801354	1.0	1.0	4803	tags=57%, list=31%, signal=83%	
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA	REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA		12	0.48235044	1.310256	0.13274336	1.0	1.0	4160	tags=42%, list=27%, signal=57%	
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS		11	0.50204325	1.3089775	0.15384616	1.0	1.0	2668	tags=36%, list=17%, signal=44%	
REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION	REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION		6	0.5938205	1.2939601	0.19624217	1.0	1.0	2668	tags=33%, list=17%, signal=40%	
REACTOME_RNA_POLYMERASE_II_PROMOTER_ESCAPE	REACTOME_RNA_POLYMERASE_II_PROMOTER_ESCAPE		44	0.33483434	1.2933836	0.11720698	1.0	1.0	3666	tags=32%, list=24%, signal=42%	
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS		38	0.34554204	1.278071	0.10462287	1.0	1.0	1439	tags=18%, list=9%, signal=20%	
BIOCARTA_PLATELETAPP_PATHWAY	BIOCARTA_PLATELETAPP_PATHWAY		5	0.6407739	1.2748775	0.20124482	1.0	1.0	3465	tags=60%, list=22%, signal=77%	
REACTOME_SIGNALING_BY_FGFR4	REACTOME_SIGNALING_BY_FGFR4		29	0.365725	1.2737384	0.122727275	1.0	1.0	1985	tags=24%, list=13%, signal=28%	
BIOCARTA_MTOR_PATHWAY	BIOCARTA_MTOR_PATHWAY		19	0.41397575	1.2642859	0.16747573	1.0	1.0	1186	tags=21%, list=8%, signal=23%	
REACTOME_CD28_CO_STIMULATION	REACTOME_CD28_CO_STIMULATION		32	0.36041477	1.2628472	0.16926503	1.0	1.0	1541	tags=22%, list=10%, signal=24%	
WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1	WP_ETHANOL_METABOLISM_RESULTING_IN_PRODUCTION_OF_ROS_BY_CYP2E1		9	0.5031378	1.2558298	0.22707424	1.0	1.0	577	tags=22%, list=4%, signal=23%	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD		113	0.2738715	1.2552451	0.079889804	1.0	1.0	3236	tags=22%, list=21%, signal=28%	
REACTOME_HDL_ASSEMBLY	REACTOME_HDL_ASSEMBLY		5	0.5991154	1.2524785	0.22222222	1.0	1.0	2612	tags=40%, list=17%, signal=48%	
BIOCARTA_CTCF_PATHWAY	BIOCARTA_CTCF_PATHWAY		22	0.38827422	1.2382678	0.17191283	1.0	1.0	2646	tags=32%, list=17%, signal=38%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR4	REACTOME_SHC_MEDIATED_CASCADE_FGFR4		7	0.5341154	1.237495	0.24380165	1.0	1.0	1145	tags=29%, list=7%, signal=31%	
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	REACTOME_FRS_MEDIATED_FGFR1_SIGNALING		10	0.48292524	1.2351972	0.21333334	1.0	1.0	1145	tags=20%, list=7%, signal=22%	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS		20	0.3884028	1.2302307	0.19858156	1.0	1.0	3095	tags=35%, list=20%, signal=44%	
REACTOME_CALCINEURIN_ACTIVATES_NFAT	REACTOME_CALCINEURIN_ACTIVATES_NFAT		10	0.47876135	1.2293102	0.22551253	1.0	1.0	3366	tags=50%, list=22%, signal=64%	
WP_MRNA_PROCESSING	WP_MRNA_PROCESSING		404	0.22764142	1.2255895	0.011450382	1.0	1.0	4926	tags=39%, list=32%, signal=56%	
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1		16	0.4126434	1.2220535	0.18818381	1.0	1.0	1145	tags=19%, list=7%, signal=20%	
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA		261	0.23871262	1.22138	0.034129694	1.0	1.0	4092	tags=29%, list=27%, signal=38%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR2	REACTOME_SHC_MEDIATED_CASCADE_FGFR2		7	0.5341154	1.2164466	0.24364407	1.0	1.0	1145	tags=29%, list=7%, signal=31%	
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION		10	0.47813603	1.2146055	0.22123894	1.0	1.0	1518	tags=30%, list=10%, signal=33%	
REACTOME_SIGNALING_BY_FGFR2	REACTOME_SIGNALING_BY_FGFR2		47	0.31426972	1.2136335	0.15012723	1.0	1.0	1985	tags=19%, list=13%, signal=22%	
BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY		27	0.3582111	1.2132109	0.18401937	1.0	1.0	2336	tags=26%, list=15%, signal=31%	
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY		9	0.48982638	1.2097018	0.2462203	1.0	1.0	523	tags=22%, list=3%, signal=23%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR3	REACTOME_SHC_MEDIATED_CASCADE_FGFR3		7	0.5341154	1.2010733	0.24746451	1.0	1.0	1145	tags=29%, list=7%, signal=31%	
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING		20	0.37648305	1.1996603	0.21777777	1.0	1.0	1985	tags=25%, list=13%, signal=29%	
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING		20	0.37648305	1.1995239	0.21980676	1.0	1.0	1985	tags=25%, list=13%, signal=29%	
BIOCARTA_TERT_PATHWAY	BIOCARTA_TERT_PATHWAY		6	0.5538077	1.1979481	0.2394958	1.0	1.0	2663	tags=50%, list=17%, signal=60%	
