NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_ENOS_ACTIVATION	REACTOME_ENOS_ACTIVATION		9	0.41415247	1.0461894	0.39864865	1.0	1.0	3854	tags=44%, list=25%, signal=59%	
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	REACTOME_PHOSPHORYLATION_OF_THE_APC_C		20	0.30927664	1.030954	0.4192771	1.0	1.0	4373	tags=35%, list=28%, signal=49%	
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ		5	0.46964335	1.0299194	0.42608696	1.0	1.0	977	tags=20%, list=6%, signal=21%	
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	REACTOME_NUCLEOTIDE_EXCISION_REPAIR		106	0.21267913	1.029647	0.38875306	1.0	1.0	4417	tags=35%, list=29%, signal=49%	
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION		10	0.38232398	1.0239677	0.4201313	1.0	1.0	3854	tags=50%, list=25%, signal=67%	
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA	REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA		16	0.3282363	1.0235378	0.40987125	1.0	1.0	5352	tags=56%, list=35%, signal=86%	
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS		36	0.26509243	1.0201657	0.42206234	1.0	1.0	4052	tags=33%, list=26%, signal=45%	
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE		6	0.44403905	1.0133191	0.43073592	1.0	1.0	167	tags=17%, list=1%, signal=17%	
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE		200	0.1886449	1.013229	0.43490306	1.0	1.0	4122	tags=31%, list=27%, signal=42%	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA		29	0.27719355	1.0128024	0.43847874	1.0	1.0	5426	tags=55%, list=35%, signal=85%	
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN		8	0.3998512	1.0126286	0.44074845	1.0	1.0	3225	tags=50%, list=21%, signal=63%	
REACTOME_REGULATION_OF_BACH1_ACTIVITY	REACTOME_REGULATION_OF_BACH1_ACTIVITY		12	0.35837469	1.0121075	0.4125874	1.0	1.0	4254	tags=42%, list=28%, signal=57%	
BIOCARTA_WNT_PATHWAY	BIOCARTA_WNT_PATHWAY		20	0.31567344	1.0094051	0.46313363	1.0	1.0	3687	tags=45%, list=24%, signal=59%	
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	REACTOME_IRAK1_RECRUITS_IKK_COMPLEX		15	0.32984743	1.0090353	0.4334086	1.0	1.0	3783	tags=40%, list=25%, signal=53%	
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS		22	0.29814416	1.0051302	0.44626167	1.0	1.0	2344	tags=27%, list=15%, signal=32%	
REACTOME_REGULATION_OF_TP53_DEGRADATION	REACTOME_REGULATION_OF_TP53_DEGRADATION		35	0.25989377	1.0023707	0.46853146	1.0	1.0	3374	tags=29%, list=22%, signal=36%	
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING		53	0.23722823	0.99547666	0.45707658	1.0	1.0	3054	tags=25%, list=20%, signal=30%	
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	REACTOME_MRNA_SPLICING_MINOR_PATHWAY		47	0.23925774	0.99263316	0.46300715	1.0	1.0	5606	tags=45%, list=36%, signal=70%	
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	REACTOME_INTEGRATION_OF_ENERGY_METABOLISM		52	0.23557958	0.9912849	0.47494033	1.0	1.0	2611	tags=25%, list=17%, signal=30%	
REACTOME_TRYPTOPHAN_CATABOLISM	REACTOME_TRYPTOPHAN_CATABOLISM		9	0.37862504	0.98979557	0.45603272	1.0	1.0	39	tags=11%, list=0%, signal=11%	
