NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM	REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM		11	-0.6172274	-1.6081401	0.02882883	0.20943548	1.0	5178	tags=73%, list=34%, signal=109%	
REACTOME_IRON_UPTAKE_AND_TRANSPORT	REACTOME_IRON_UPTAKE_AND_TRANSPORT		49	-0.42267984	-1.6069398	0.0072727273	0.20887199	1.0	3288	tags=41%, list=21%, signal=52%	
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES		16	-0.55962604	-1.6069306	0.028089888	0.20626108	1.0	3296	tags=56%, list=21%, signal=71%	
REACTOME_MET_RECEPTOR_ACTIVATION	REACTOME_MET_RECEPTOR_ACTIVATION		6	-0.7419356	-1.6026142	0.021276595	0.21128523	1.0	404	tags=50%, list=3%, signal=51%	
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS		6	-0.73412514	-1.5997658	0.038934425	0.21333463	1.0	2603	tags=67%, list=17%, signal=80%	
WP_GLUTATHIONE_METABOLISM	WP_GLUTATHIONE_METABOLISM		16	-0.5735187	-1.5992734	0.027027028	0.21163353	1.0	2982	tags=63%, list=19%, signal=77%	
BIOCARTA_CLASSIC_PATHWAY	BIOCARTA_CLASSIC_PATHWAY		7	-0.71803075	-1.597421	0.029239766	0.21223326	1.0	808	tags=57%, list=5%, signal=60%	
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2		87	-0.37407172	-1.5968869	0.005226481	0.21039616	1.0	4696	tags=51%, list=30%, signal=72%	
REACTOME_PHOSPHORYLATION_OF_EMI1	REACTOME_PHOSPHORYLATION_OF_EMI1		6	-0.7478357	-1.5955757	0.026415095	0.21032478	1.0	3351	tags=83%, list=22%, signal=106%	
REACTOME_ACTIVATION_OF_C3_AND_C5	REACTOME_ACTIVATION_OF_C3_AND_C5		5	-0.7710415	-1.5868654	0.03244275	0.22260825	1.0	2073	tags=80%, list=13%, signal=92%	
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS		5	-0.776433	-1.5833398	0.015655577	0.22596434	1.0	2763	tags=60%, list=18%, signal=73%	
WP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY	WP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY		9	-0.6553613	-1.5769937	0.037243947	0.23523858	1.0	808	tags=56%, list=5%, signal=59%	
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE		43	-0.42659658	-1.5723797	0.010434783	0.24143203	1.0	4117	tags=47%, list=27%, signal=63%	
BIOCARTA_PS1_PATHWAY	BIOCARTA_PS1_PATHWAY		12	-0.5925047	-1.5651722	0.028301887	0.25302377	1.0	2	tags=8%, list=0%, signal=8%	
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS	REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS		24	-0.4955102	-1.5581253	0.030909091	0.26433474	1.0	3436	tags=50%, list=22%, signal=64%	
