NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS		9	0.38774458	0.96727586	0.50104386	1.0	1.0	4360	tags=44%, list=28%, signal=62%	
REACTOME_INTERLEUKIN_17_SIGNALING	REACTOME_INTERLEUKIN_17_SIGNALING		58	0.23667498	0.9666046	0.50337076	1.0	1.0	2649	tags=22%, list=17%, signal=27%	
BIOCARTA_PGC1A_PATHWAY	BIOCARTA_PGC1A_PATHWAY		12	0.35520607	0.966569	0.4789916	1.0	1.0	2244	tags=33%, list=15%, signal=39%	
WP_ELECTRON_TRANSPORT_CHAIN	WP_ELECTRON_TRANSPORT_CHAIN		91	0.22248316	0.96607023	0.51325303	1.0	1.0	4729	tags=31%, list=31%, signal=44%	
BIOCARTA_EFP_PATHWAY	BIOCARTA_EFP_PATHWAY		12	0.35075986	0.96572614	0.48237884	1.0	1.0	3377	tags=33%, list=22%, signal=43%	
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	REACTOME_AQUAPORIN_MEDIATED_TRANSPORT		26	0.28791645	0.9646023	0.49247313	1.0	1.0	397	tags=12%, list=3%, signal=12%	
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	WP_EUKARYOTIC_TRANSCRIPTION_INITIATION		39	0.25549486	0.9630692	0.5204545	1.0	1.0	5334	tags=46%, list=35%, signal=70%	
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS		15	0.3292681	0.9627699	0.49888143	1.0	1.0	397	tags=13%, list=3%, signal=14%	
BIOCARTA_HBX_PATHWAY	BIOCARTA_HBX_PATHWAY		7	0.41524628	0.9612628	0.49795082	1.0	1.0	3093	tags=43%, list=20%, signal=54%	
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING		20	0.30411467	0.9606531	0.4871795	1.0	1.0	4199	tags=40%, list=27%, signal=55%	
WP_HISTONE_MODIFICATIONS	WP_HISTONE_MODIFICATIONS		5	0.4690473	0.96027964	0.52577317	1.0	1.0	2062	tags=20%, list=13%, signal=23%	
REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS	REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS		11	0.37332898	0.958186	0.5093555	1.0	1.0	3569	tags=45%, list=23%, signal=59%	
REACTOME_SNRNP_ASSEMBLY	REACTOME_SNRNP_ASSEMBLY		49	0.2454303	0.95804036	0.503386	1.0	1.0	4426	tags=31%, list=29%, signal=43%	
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING		20	0.30411467	0.95665544	0.5156951	1.0	1.0	4199	tags=40%, list=27%, signal=55%	
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM	REACTOME_REGULATION_OF_PYRUVATE_METABOLISM		31	0.2701421	0.95506996	0.5141612	1.0	1.0	2748	tags=26%, list=18%, signal=31%	
REACTOME_TRP_CHANNELS	REACTOME_TRP_CHANNELS		14	0.33522964	0.9544393	0.5165289	1.0	1.0	2862	tags=36%, list=19%, signal=44%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES		43	0.24819848	0.9537204	0.5379147	1.0	1.0	3543	tags=26%, list=23%, signal=33%	
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR		15	0.3331495	0.9510455	0.5334773	1.0	1.0	397	tags=13%, list=3%, signal=14%	
REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS	REACTOME_TRANSPORT_OF_MATURE_MRNAS_DERIVED_FROM_INTRONLESS_TRANSCRIPTS		42	0.24893352	0.94990927	0.5282167	1.0	1.0	3108	tags=26%, list=20%, signal=33%	
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE		19	0.30457377	0.9492469	0.50924027	1.0	1.0	2181	tags=26%, list=14%, signal=31%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR4	REACTOME_SHC_MEDIATED_CASCADE_FGFR4		7	0.41928762	0.94888955	0.49056605	1.0	1.0	4021	tags=57%, list=26%, signal=77%	
