#,LogFoldChange
1810006J02Rik,-1.39492925187874
2010007H06Rik,1.29131156020804
4930423D24Rik,-3.91559864616485
4930438A08Rik,-4.29885032760115
4933426B08Rik,1.90096137283905
5430403G16Rik,1.21248425655712
5830468F06Rik,-4.4815317331102
6430548M08Rik,-3.20018711874667
A530030E21Rik,1.39040512551602
A630066F11Rik,1.25467998237484
A730036I17Rik,-4.38510189561479
Abcb10,-1.14676324269822
Abcg4,-4.22944278126467
Ackr1,-6.08491221850861
Ackr3,1.78236710217249
Acod1,-7.50123587471618
Adamts6,1.00396171341944
Adgre1,-1.89441574953431
Akt3,1.12406707511994
Alas2,-3.75400179765472
Alox5ap,-2.21999860590659
Angptl2,-5.54418312043631
Ankle1,-1.75402114473738
Anln,-1.69660567014289
Anxa1,-1.13567448036746
Anxa2,-1.14838539495199
Aoah,-4.93022716260422
Apobr,-2.49480417085399
Apol10a,-5.01292170309061
Apol11b,-4.59072999384472
App,-2.45133936209683
Arhgap5,1.52718420585526
Arhgef10l,-6.84962680098262
Arrb1,-1.19258768990917
Art3,-4.57994163888218
B3gnt3,-3.03999080331154
BC024063,1.06101761633082
Bcl2a1a,-1.99964586322635
Bcl2l1,-1.59053630381607
Btnl10,-4.62513979580003
Cacna1d,1.18777845429572
Car7,1.11382411484498
Card9,-3.66253337548449
Cbr3,-3.32129133659113
Cc2d2b,2.18704045240128
Ccr1,1.21861152617835
Ccrl2,-1.88643058929383
Cd1d2,1.34765594224604
Cd244a,-1.92975943254459
Cd55,1.42420353700023
Cd55os,2.26379898860907
Cdc42ep4,-1.44835464733265
Cdkn1a,-2.14293342596404
Cdr2,-1.7396695265761
Cebpb,-2.36450386445513
Cebpd,-1.72892810995121
Cebpe,-3.51262303773306
Clec4d,-4.08419799478638
Clec4e,-5.97784427398512
Clec5a,-5.06401593679554
Cln8,-2.22115613791271
Coro2a,-2.11829428412407
Cp,-6.00090325001663
Cplx2,2.70801657473879
Cpne4,1.99545636784266
Cr2,1.32996179423248
Cracd,-2.82452355337963
Creg1,-1.21271103044326
Crisp1,4.61498140660807
Crisp3,2.56966823096862
Csf2ra,-1.67049854716428
Ctsg,-3.97432770339312
Cyp2ab1,-7.85155591499254
Cyth3,-1.44096514008467
Dapk2,-1.58385723146713
Ddx25,1.03867477619861
Denn2b,-2.0831095608765
Dhrs11,-1.43811196694448
Dock5,-2.56223471073556
Dram1,-2.73392205719568
Dusp16,-1.62272438870236
Dusp5,-1.08792519898788
Dyrk3,-1.27730546835538
Elane,-10.8124371937241
Eno3,-2.47897591260227
ENSMUSG00000120169,1.04931737011938
ENSMUSG00000120198,-1.21136100055806
ENSMUSG00000120318,1.84047906468116
ENSMUSG00000120534,3.82427354647865
ENSMUSG00000120714,1.17769687822957
ENSMUSG00000120878,-2.34957034029148
ENSMUSG00000121029,1.28425217652643
ENSMUSG00000121039,-1.1706169483763
ENSMUSG00000121277,1.57580411225058
Epm2a,1.23613961192665
Fabp4,-8.06892152331338
Fam20a,-5.33232401115828
Fam89a,-1.7711139529794
Fam8a1,1.06183368546366
Fcgr4,-4.90448218691206
Fcnb,-5.84482373691007
Fcrls,2.9245308565282
Fech,-1.79717426776517
Fgr,-1.27768246719324
Fhad1,-2.95691797322621
Fhdc1,-4.22571893729937
Fkbp1b,-3.84734714502592
Fmn1,-2.96407143223019
Fpr2,-5.86839582711099
Frrs1,-1.28147657265749
Ftl1-ps2,-1.58790681166634
Gad1,4.4126908076286
Gad1-ps,-3.47693174029945
Gclm,-1.07189197904244
Gcnt2,-5.42502234568487
Gfap,-4.05379773623236
Gk,-1.15010914238564
Gm10722,2.54764533651007
Gm11951,-5.72557805577038
Gm11998,1.04883072761769
Gm12678,-1.78826672130008
Gm12708,-1.11260028961654
Gm15675,1.66203085132763
Gm15707,-2.55094474346845
Gm15880,1.32041414227813
Gm15931,-3.38341392254532
Gm16120,-5.61398296723159
Gm16638,1.52336730473358
Gm17655,1.05280707663993
Gm20161,-5.90032492953538
Gm2065,-1.87970001896118
Gm33973,-6.75361138865092
Gm34225,1.55559655698747
Gm3604,1.31066030663238
Gm36298,1.93509351370344
Gm37010,1.72873831989743
Gm37033,1.043831960319
Gm43681,1.43058900997911
Gm44694,1.04436347193683
Gm45479,1.60155004604774
Gm45871,1.20802640615012
Gm48038,2.17653909601231
Gm48838,1.68181165463911
Gm4924,1.47678033328339
Gm49439,2.19996756249935
Gm50386,1.05769017061581
Gm5141,1.25556766819222
Gm5331,-4.46241270074024
Gm5487,-1.14538136544682
Gm9922,2.5822626792051
Gngt2,-1.6348697998799
Gp9,-3.38701899671076
Gpr156,3.80550062418821
Grk3,-1.84206794661929
Gstt1,-2.20810982368447
Havcr1,1.20308531244134
Hba-a2,-4.75415227509167
Hbq1a,-5.36120746044272
Hbq1b,-5.83420730390875
Hemgn,-2.43527544732021
Hepacam2,1.13908601266081
Hgfac,-1.94965668901202
Hgsnat,-1.13991133132064
Hmbs,-1.29641185206942
Hnf1b,-2.23640625242564
Ifih1,-1.2829808263117
Ifitm2,-3.40095733728266
Ifitm3,-2.7939850300057
Ifngas1,-1.59083475716486
Ighg2b,-1.46791078515832
Igsf3,-3.10898628110717
